COMPANY_ID,ASX_TICKER,COMPANY_NAME,GICS_SECTOR,GICS_INDUSTRY,MARKET_CAP_AUD,HQ_CITY,HQ_COUNTRY,EMPLOYEE_COUNT,WEBSITE_URL,CAREERS_URL,IR_URL,BLOG_URL,GOVERNANCE_URL,ANNUAL_REPORT_URL
d98008b7fda711c4,BRG.AX,Breville Group,Consumer Discretionary,,,,AU,,https://www.breville.com/en-au,https://www.breville.com/en-au/careers,https://www.breville.com/en-au/investors,https://www.breville.com/en-au/blog,https://www.breville.com/en-au/governance,https://www.breville.com/en-au/investors
ab6c857acecd60ce,BSL.AX,BlueScope,Materials,,,,AU,,https://www.bluescope.com/,https://www.bluescope.com/careers,https://www.bluescope.com/investors,https://www.bluescope.com/blog,https://www.bluescope.com/governance,https://www.bluescope.com/investors
0961e72e09301a3a,BWP.AX,BWP Trust,Real Estate,,,,AU,,https://telepathy.com/,https://telepathy.com/careers,https://telepathy.com/investors,https://telepathy.com/blog,https://telepathy.com/governance,https://telepathy.com/investors
55f4d101f03297e6,BXB.AX,Brambles,Industrials,,,,AU,,https://www.brambles.com/,https://www.brambles.com/careers,https://www.brambles.com/investors,https://www.brambles.com/blog,https://www.brambles.com/governance,https://www.brambles.com/investors
495864c316006d47,CAR.AX,CAR Group,Communication Services,,,,AU,,https://car.com.au/,https://car.com.au/careers,https://car.com.au/investors,https://car.com.au/blog,https://car.com.au/governance,https://car.com.au/investors
d7de0d0e7f60fd0c,CDA.AX,Codan,Information Technology,,,,AU,,https://codan.com.au/,https://codan.com.au/careers,https://codan.com.au/investors,https://codan.com.au/blog,https://codan.com.au/governance,https://codan.com.au/investors
0113a2b56f5bddb3,CEN.AX,Contact Energy,Utilities,,,,AU,,https://contact.com/,https://contact.com/careers,https://contact.com/investors,https://contact.com/blog,https://contact.com/governance,https://contact.com/investors
884da9bb4846bfb9,CGF.AX,Challenger,Financials,,,,AU,,https://www.challenger.com.au/,https://www.challenger.com.au/careers,https://www.challenger.com.au/investors,https://www.challenger.com.au/blog,https://www.challenger.com.au/governance,https://www.challenger.com.au/investors
66a576fbbe0a58f0,CHC.AX,Charter Hall,Real Estate,,,,AU,,,,,,,
06f8499945ac527c,CIA.AX,Champion Iron,Materials,,,,AU,,https://www.champion.com.au/,https://www.champion.com.au/careers,https://www.champion.com.au/investors,https://www.champion.com.au/blog,https://www.champion.com.au/governance,https://www.champion.com.au/investors
a8706e0408c5064a,CIP.AX,Centuria Industrial REIT,Real Estate,,,,AU,,https://centuria.com.au/,https://centuria.com.au/careers,https://centuria.com.au/investors,https://centuria.com.au/blog,https://centuria.com.au/governance,https://centuria.com.au/investors
cc74a5fff74d34d5,CLW.AX,Charter Hall Long WALE REIT,Real Estate,,,,AU,,,,,,,
2ae5f40c200cbc88,CMM.AX,Capricorn Metals,Materials,,,,AU,,https://www.capricorn.coop,https://www.capricorn.coop/careers,https://www.capricorn.coop/investors,https://www.capricorn.coop/blog,https://www.capricorn.coop/governance,https://www.capricorn.coop/investors
ede0d35e46a76cb5,CNU.AX,Chorus,Communication Services,,,,AU,,https://chorus.com/,https://chorus.com/careers,https://chorus.com/investors,https://chorus.com/blog,https://chorus.com/governance,https://chorus.com/investors
8c6e4586721eada2,COL.AX,Coles Group,Consumer Staples,,,,AU,,https://www.coles.com.au/,https://www.coles.com.au/careers,https://www.coles.com.au/investors,https://www.coles.com.au/blog,https://www.coles.com.au/governance,https://www.coles.com.au/investors
3bae59a9cd8c8a80,CPU.AX,Computershare,Information Technology,,,,AU,,https://www.computershare.com/au,https://www.computershare.com/au/careers,https://www.computershare.com/au/investors,https://www.computershare.com/au/blog,https://www.computershare.com/au/governance,https://www.computershare.com/au/investors
41fd2a590979c1b4,CQR.AX,Charter Hall Retail REIT,Real Estate,,,,AU,,,,,,,
4df235cf18525ae5,CSC.AX,Capstone Copper,Materials,,,,AU,,https://www.capstone.com.au/,https://www.capstone.com.au/careers,https://www.capstone.com.au/investors,https://www.capstone.com.au/blog,https://www.capstone.com.au/governance,https://www.capstone.com.au/investors
e40c773318fec74f,CTD.AX,Corporate Travel Management,Consumer Discretionary,,,,AU,,https://www.corporate.com.au/,https://www.corporate.com.au/careers,https://www.corporate.com.au/investors,https://www.corporate.com.au/blog,https://www.corporate.com.au/governance,https://www.corporate.com.au/investors
1abed4810f2fd901,CWY.AX,Cleanaway,Industrials,,,,AU,,https://www.cleanaway.com.au/,https://www.cleanaway.com.au/careers,https://www.cleanaway.com.au/investors,https://www.cleanaway.com.au/blog,https://www.cleanaway.com.au/governance,https://www.cleanaway.com.au/investors
